评分,评价,评论,日期,位置
5,超棒,酒店地理位置不错，附近就是步行街。酒店配备设施也很齐全。,2023年7月18日,上海

5,超棒,"酒店房间设施可以，服务人员，方言，浩浩，天生可以，离地铁站1.2.8.10号地铁站近，步行5分钟。
假如去步行街，艺龙一定是性价比高的酒店，非常方便，走到步行街3分钟。房间不大，但有的都有，还有小冰箱饮料都是免费的。",2023年3月22日,江苏

5,超棒,"环境幻境环境非常非常非常非常好，服务服务服务服务很给力 方言  天生很不错，热情，
卫生卫生卫生不错
服
设施可以的环境幻境环境非常非常非常非常好，服务服务服务服务很给力 方言  天生很不错，热情，
卫生卫生卫生不错
服
设施可以的",2023年3月24日,上海

5,超棒,离步行街很近，出行很方便，环境整体很干净,2023年7月30日,河北

5,超棒,工作人员服务态度都很好还免费升了房型能直接看到南京步行街风景，房间不大但是很干净设施都很新，马桶也是智能马桶，床软硬适中睡着很舒服，酒店地理位置也不错，离商场都很近走几步路就到了。,2023年10月14日,上海

5,超棒,干净卫生舒适，步行便利，超出预期,2023年8月14日,江苏

5,超棒,"设施：好
设施：好
设施：好
设施：好
设施：好
设施：好好
服务：h
服务：好好
服务：好 方言兰兰志明 服务热情周到
环境：好好好好
环境：好
环境：好
环境：h
环境：好
环境：好
早餐听挺好，咖啡小哥哥可以

服务：好
服务：h
服务：好
环境：好
环境：好",2023年9月3日,上海

3,,落差有点大，订的比较贵的房间花了1000多但是和600多块的没有什么区别，房间的设施感觉没有那么好，睡袍太丑了，像和尚穿的一样，总体感觉很差,2023年12月14日,山东

3.2,,所谓的街景房是一间对着居民楼的房间 间隔30米左右 一点私密性也没有，不知道携程和该酒店如何定义为街景房！！,2023年5月19日,上海

5,超棒,性价比高 离南京路步行街 外滩都很近 步行就可以 机器人送物品 房间内自动窗帘 智能马桶 作为洁癖者 马桶下面有可以用脚按的冲水键 这一点非常棒 表扬可乐 岚岚 玲珑 多米,2023年3月29日,江苏

5,超棒,酒店大部分服务非常好，只是9月9日中午13点前台这一组服务人员非常美亲和力，我不去问房间打扫干净与否，直接把我们搞忘啦，感觉硬是让我们等到14点才能入住，其实一个人的格局决定啦你的上限，希望大家是真宾至如归，而不是靠你们其他同事拉高你们的评价！,2023年9月10日,上海

3.5,,"带小朋友去上海玩经过多番比较选择了艺龙，刚刚入住房间发现地面打扫并不干净，但酒店方面也马上进行响应安排人员在过来打扫，晚上准备洗漱的时候发现给我们的儿童牙刷是一把打开过的坏牙刷，跟他们联系过后马上用机器人跟我送了一把上来。酒店方面的响应虽然很迅速但这种低级错误属实让人很无赖。
城景房看到的景就是几栋居民楼。
酒店的地理位置确实无敌，离步行街外滩都非常近。",2023年3月10日,湖北

5,超棒,环境很好👍地理位置很好👍酒店出门右转一条街全是吃的，外卖很方便……小孩和机器人玩的很开心🥳,2023年6月1日,安徽

5,超棒,酒店的位置非常好，出门不到五分钟就是南京路步行街，从酒店窗外就可以看到，景色很棒。酒店服务也很到位，房间干净，前台喜乐、可乐、小会、方言服务热情。,2023年12月4日,广东

5,超棒,很好，方便，干净整洁，地理位置优越,2023年7月28日,海南

5,超棒,酒店地理位置非常好，离我们办事的西藏中路很近，走走也就是8分钟。卫生服务都很到位。小机器人也很可爱。为客服方言点赞，都退房走出酒店大门了还特地为我们送上小礼物🎁,2023年4月3日,江苏

3.7,,房间安排在六楼，非常吵，居住体验不好，对着一个噪音的铁皮房。房间也很小，早餐还是很丰富，地段还不错，但下次不会选择这家酒店了。,2023年5月1日,浙江

5,超棒,"设施：满意
设施：满意
设施：满意
环境：好
环境：好
环境：便利
服务：好  方言 韦涛小琳东方  热情",2023年6月16日,上海

5,超棒,酒店夜景很不错，隔音效果好，很干净，服务很温馨，工作人员初见很热情，外卖会帮忙送上来，早餐中西式都有。地理位置很好，离南京路和地铁口步行几分钟就到了。,2023年4月16日,福建

5,超棒,"非常好

环境：酒店坐落于黄金地段，去南京西路和外滩玩都非常方便。

服务：服务很贴心，细节到位，通行的女伴对酒店评价也很高，入住时正好是3.8国际妇女节，还给我们送了很多小伴手礼。

设施：干净卫生，热水即开即有。",2023年3月8日,上海

5,超棒,"终于有时间安排出来旅游了，对上海的向往可以实现了选择了上海地标性的区域和中心地带向往的南京东路步行街这次终于可以设立踏上了为了交通方便而显得这家酒店，果然是李南京路非常得劲，地理位置非常的优越，超乎了想象，离外滩城隍庙都很近，可以说吃喝玩乐一应俱全酒店床非常舒服，早餐也很丰富，干净的环境和空间让人舒适下次选择还来这里，尤其是酒店的服务员多米方言小会童夏的服务真的很好
设施：很新
服务：很赞
环境：超nice
卫生：很干净哦",2023年3月4日,上海

5,超棒,房间挺干净，空间也大，位置离南京路好近，就隔一条接，酒店服务也好，还给我们免费升级了街景房，晚上刚好可以看南京路美景，大堂的咖啡吧也不错，酒店还送了美味的拿铁咖啡，特别感谢工作人员：方言、浩浩、可乐，服务周到！,2023年8月29日,福建

5,超棒,方言 志明 杰利的服务很好,2023年8月3日,上海

5,超棒,酒店位置好，房间干净，酒店人员服务态度好！,2023年7月12日,浙江

5,超棒,"服务满意
设施：设施好
设施：设施好  方言小言浩浩小会
设施：好
设施：好
设施：好
设施：好
设施：好",2023年5月11日,上海

5,超棒,来上海玩两天有幸选到了艺龙酒店，地理位置绝佳，与南京路步行街相邻，去外滩非常方便，房间干净设施也很不错，床和枕头舒服到一觉天亮不想起🤭，客服方言、杰利、可乐、多米还有咖啡小哥，人人都非常热情态度和蔼，每次见面都主动打招呼，耐心解答我们的问题，在这里给他们点赞👍，早餐呢中规中矩还可以，总体来说对艺龙酒店还挺满意的。,2023年9月18日,上海

5,超棒,非常满意的又一次入住。上次来上海也选择的这家酒店。不管是地段还是卫生环境都无可挑剔。下次还会选择这里。强烈推荐大家选择艺龙。,2024年1月1日,陕西

3,,酒店应该是翻新装修的，遇到下雨天，走廊一直有一股子旧旧味道，酒店很一般。我们住的房间通风不太好，就是属于快捷酒店的定位，但性价比还是有的，离外滩和黄金路主要地段比较近，可以步行出游这两地。但如果是要定快捷酒店，真的会更推荐其他品牌。,2023年9月2日,四川

5,超棒,酒店位置出行很方便，步行可达外滩，房间设施也很新，环境卫生不错，服务也很周到，窗外可看到南京路步行街街景，很不错的入住体验~,2024年1月1日,天津

5,超棒,位置非常好 走几步就到南京路步行街了 带娃去了mm豆旗舰店 意外发现半路就有站牌坐观光巴士 酒店服务还是挺棒的 晚上入住 还给了高楼层的房间 就是房间空间稍微有点小 但还是给五星好评,2023年9月23日,浙江

5,超棒,"卫生：连续住了两天 阿姨每天都换新的
服务：前台小哥哥小姐姐 对于每次的询问都轻声细语的回答 每次出去回来都会跟你问候 (⁎⁍̴̛ᴗ⁍̴̛⁎)

下楼走几步就到南京步行街 去哪里游玩都很方便",2023年9月20日,湖南

5,超棒,"RobotCoffee套餐:满意
设施：满意

环境：满意
服务：满意

服务：好，方言。可乐。丫米。兰兰。服务热情",2023年8月11日,上海

4,,位置方便，离南京路步行街很近，走着去外滩大约接近1000米左右的样子，卫生可以，房间还可以，除了小了点,2023年5月8日,山东

5,超棒,很抱歉回来好久忙着，才来评论。真的很不错，下次去上海还会住这里，服务态度很好，房间很干净很舒服。工作人员很亲切，（多米，方言，天来）很棒！出门走几步就到步行街，门口就有观光巴士，地铁站也不远，就在步行街上。真的很方便！,2023年3月12日,吉林

5,超棒,"带小朋友来上海玩的.入住这个酒店真的是最好的选择，前台小姐姐小会，方言，多米超级温柔，入住不仅给了欢迎水果还给小朋友送了礼物。更惊叹的是离开也送了玩具。入住体验真的太好了，
位置不用说.对于带娃来说就是一个绝佳的地理位置，南京路就在边上，步行2分钟，步行15分钟到外滩
酒店内部设施干净，全屋智能家居，科技感满满
下次来依旧会选择",2023年2月25日,上海

5,超棒,房间很不错，选了很久最终选择了这家，果断续住,2023年6月30日,上海

5,超棒,前台专业热情，房间里有欢迎水果，每天有两罐免费的可乐雪碧，瓶装水无限量自取。房间干净卫生，跟前台要加床被子，五分钟就送来了。周边出游很方便，走两分钟就到南京路。,2023年3月21日,上海

5,超棒,"方言 可乐 浩浩
距离方面：酒店是在外滩附近的哦，步行就可以到达外滩了，旁边就是南京路步行街了，为了方便快捷，我们连住了三晚艺龙，去迪士尼都没有换酒店。
早餐方面：我们一般都是九点多吃早餐，好像是三个酒店联合开的早餐厅，吃早餐的人是很多，吃新鲜的面条的话就要等十多分钟哦，但是拌面非常好吃，连续三天我都排队等了。
卫生：本人感觉还挺干净的！
环境：抽到了盲盒房间，打开窗帘可以看到东方明珠！

服务：点外卖的话外卖员没有送上楼，但是会派机器人送哦！
总体感觉非常好！",2023年2月20日,广东

5,超棒,酒店环境非常棒，设施齐全，出行好便利，出门就是南京东路步行街，有小朋友的M豆工厂，有好些专柜大牌，去外滩看看好繁华富丽堂皇，不错不错，服务人员也热情暖心，给前台的方颜，童夏，小会，初见，乐乐，好评,2023年3月5日,上海
